region_code,region_name,region_level,n_species,n_checklists,top_hotspot,hotspot_name
US-SD-005,Beadle,subnational2,199,418,L598578,Maga Ta-Hohpi WPA
US-SD-087,McCook,subnational2,199,314,L1216534,Lake Vermillion Recreation Area
US-SD-035,Davison,subnational2,197,262,L4912954,Lake Mitchell
US-SD-069,Hyde,subnational2,197,150,L689959,Highmore
US-SD-115,Spink,subnational2,196,166,L598155,Fisher Grove State Park
US-SD-017,Buffalo,subnational2,195,250,L1426673,Big Bend Dam - Ft. Thompson Rec. Area
US-SD-029,Codington,subnational2,195,295,L755054,Pelican Lake SP - S. Entrance Road
US-SD-077,Kingsbury,subnational2,195,1203,L507429,Lake Thompson
US-SD-053,Gregory,subnational2,194,303,L280678,Karl E. Mundt NWR (restricted access)
US-SD-107,Potter,subnational2,194,110,L1653083,Flight Lake
US-SD-049,Faulk,subnational2,186,167,L598165,South Scatterwood Lake GPA
US-SD-125,Turner,subnational2,183,184,L1652973,Hurley GPA
US-SD-039,Deuel,subnational2,176,233,L355373,Salt Lake--South Dakota side
US-SD-021,Campbell,subnational2,172,92,NA,NA
US-SD-061,Hanson,subnational2,170,142,NA,NA
US-SD-025,Clark,subnational2,164,207,L2822484,Mud Lake
US-SD-073,Jerauld,subnational2,164,68,L598581,Jackson WPA
US-SD-101,Moody,subnational2,164,241,L3108692,Boles Slough GPA
US-SD-055,Haakon,subnational2,159,198,L779627,"Midland, Haakon Co."
US-SD-057,Hamlin,subnational2,155,149,L993452,Mikkelson Marsh GPA
US-SD-041,Dewey,subnational2,151,82,L2186379,Little Moreau State Recreation Area
US-SD-113,Oglala Lakota,subnational2,150,82,L1113851,Wounded Knee Memorial
US-SD-111,Sanborn,subnational2,150,80,NA,NA
US-SD-095,Mellette,subnational2,148,78,NA,NA
US-SD-123,Tripp,subnational2,147,65,NA,NA
US-SD-031,Corson,subnational2,136,50,L2193406,Morristown Lake
US-SD-097,Miner,subnational2,130,197,NA,NA
US-SD-121,Todd,subnational2,128,65,NA,NA
US-SD-137,Ziebach,subnational2,108,47,L1668750,Four Corners Loop - Ziebach
US-IA-153,Polk,subnational2,332,10753,L463312,Saylorville Reservoir (general location--please consider using a more specific hotspot)
US-IA-153,Polk,subnational2,332,10753,L463312,Saylorville Reservoir (general location--please consider using a more specific hotspot)
US-IA-103,Johnson,subnational2,322,10798,L250656,Hawkeye WMA
US-IA-125,Marion,subnational2,297,888,L317567,Red Rock Reservoir (general location--please consider using a more specific hotspot)
US-IA-169,Story,subnational2,290,3388,L1562455,Hendrickson Marsh WMA (Story Co.)
US-IA-113,Linn,subnational2,282,10450,L609239,Pleasant Creek SRA (Linn Co.)
US-IA-013,Black Hawk,subnational2,279,4606,L382180,George Wyth SP
US-IA-071,Fremont,subnational2,277,454,L1615714,Forney Lake WMA
US-IA-163,Scott,subnational2,277,3278,L1624117,Credit Island Park
US-IA-059,Dickinson,subnational2,271,1278,L674139,Kettleson Hogsback WMA
US-IA-061,Dubuque,subnational2,271,3184,L1495128,Deere Dike
US-IA-155,Pottawattamie,subnational2,267,1433,L461038,Lake Manawa
US-IA-097,Jackson,subnational2,266,1028,L1791977,Upper Mississippi River NWR--Green Island
US-IA-181,Warren,subnational2,263,240,L2139631,Banner Flats WMA
US-IA-193,Woodbury,subnational2,261,2004,L1095492,Bacon Creek Park
US-IA-115,Louisa,subnational2,260,885,L207181,Cone Marsh
US-IA-015,Boone,subnational2,258,663,L390974,Ledges SP
US-IA-049,Dallas,subnational2,255,2157,L366985,Brenton Arboretum
US-IA-095,Iowa,subnational2,251,660,L453172,Amana--Lily Pond
US-IA-017,Bremer,subnational2,250,835,L389710,Sweet Marsh WMA
US-IA-085,Harrison,subnational2,250,1206,L247583,DeSoto NWR (IA)
US-IA-033,Cerro Gordo,subnational2,249,590,L1264935,Lime Creek Nature Center
US-IA-171,Tama,subnational2,247,711,L514473,Hickory Hills Park
US-IA-005,Allamakee,subnational2,243,892,L763399,Pool Slough WMA
US-IA-041,Clay,subnational2,242,457,L2150763,Dewey's Pasture WMA--Trumbull Lake
US-IA-007,Appanoose,subnational2,241,450,L283344,Rathbun Lake
US-IA-117,Lucas,subnational2,239,617,L4136909,Rathbun Lake--Colyn WMA
US-IA-077,Guthrie,subnational2,237,259,L483867,Bays Branch WMA
US-IA-167,Sioux,subnational2,237,762,L741404,Oak Grove County Park
US-IA-043,Clayton,subnational2,235,696,L469997,Pikes Peak SP
US-IA-099,Jasper,subnational2,235,1407,L271858,Neal Smith NWR
US-IA-139,Muscatine,subnational2,234,567,L1134443,Wildcat Den SP
US-IA-189,Winnebago,subnational2,233,1087,L286409,Rice Lake SP
US-IA-057,Des Moines,subnational2,232,1027,L2571665,Crapo Park
US-IA-109,Kossuth,subnational2,232,253,L487764,Union Slough NWR
US-IA-081,Hancock,subnational2,229,250,L1472365,Pilot Knob SP
US-IA-101,Jefferson,subnational2,229,2261,L739707,Fairfield Loop Trail--Reservoir 2
US-IA-111,Lee,subnational2,229,611,L1597143,Shimek State Forest--Croton Unit
US-IA-191,Winneshiek,subnational2,229,885,L725514,Cardinal Marsh SWA
US-IA-073,Greene,subnational2,228,258,L713054,Dunbar Slough WMA--general location (please consider using a more specific hotspot)
US-IA-027,Carroll,subnational2,225,584,L713084,Swan Lake SP
US-IA-133,Monona,subnational2,224,350,L676576,Lewis and Clark SP
US-IA-035,Cherokee,subnational2,221,145,L4575150,Martin Area County Park
US-IA-177,Van Buren,subnational2,220,497,L729076,Lacey-Keosauqua SP
US-IA-053,Decatur,subnational2,219,291,L383827,Nine Eagles SP
US-IA-083,Hardin,subnational2,217,374,L596450,Pine Lake SP
US-IA-127,Marshall,subnational2,216,386,L1668799,Grammer Grove Wildlife Area
US-IA-045,Clinton,subnational2,215,352,L1327916,Eagle Point Park
US-IA-161,Sac,subnational2,211,366,L375506,Black Hawk Lake WMA & State Park complex
US-IA-175,Union,subnational2,211,194,L2357559,Three Mile Lake
US-IA-105,Jones,subnational2,210,353,L871926,Muskrat Slough WMA
US-IA-121,Madison,subnational2,210,517,L1242579,Jensen Marsh
US-IA-185,Wayne,subnational2,210,70,L2381411,Medicine Creek Wildlife Area
US-IA-063,Emmet,subnational2,206,157,L2133671,Fort Defiance State Park
US-IA-151,Pocahontas,subnational2,206,386,L953080,Sunken Grove WMA
US-IA-147,Palo Alto,subnational2,202,168,L2410032,Lost Island Lake SP
US-IA-183,Washington,subnational2,201,387,L993023,Lake Darling SP
US-IA-025,Calhoun,subnational2,199,394,L1420675,South Twin Lake
US-IA-011,Benton,subnational2,198,426,L3811637,Rodgers Park--Benton County Nature Center
US-IA-023,Butler,subnational2,198,391,L591259,Big Marsh WMA
US-IA-079,Hamilton,subnational2,198,225,L1559924,Little Wall Lake
US-IA-129,Mills,subnational2,196,302,L5882367,Glenwood Archaeological State Preserve
US-IA-149,Plymouth,subnational2,193,272,L1041838,Broken Kettle Grasslands
US-IA-157,Poweshiek,subnational2,191,391,L2890002,Arbor Lake
US-IA-031,Cedar,subnational2,190,365,L453177,Herbert Hoover NHS
US-IA-141,O'Brien,subnational2,188,210,L4928309,Waterman Creek area (O'Brien Co.)
US-IA-159,Ringgold,subnational2,188,277,L1300448,Kellerton WMA
US-IA-065,Fayette,subnational2,187,227,L3945966,Volga River State Rec Area
US-IA-021,Buena Vista,subnational2,186,132,L3875853,Little Storm Lake
US-IA-187,Webster,subnational2,183,169,L1560288,Brushy Creek SRA
US-IA-003,Adams,subnational2,182,62,L2356288,Lake Icaria (general location)
US-IA-173,Taylor,subnational2,182,80,L2770089,Lake of Three Fires SP
US-IA-019,Buchanan,subnational2,181,379,L609063,Jakway Forest County Park
US-IA-197,Wright,subnational2,174,59,L2381795,Big Wall Lake WMA
US-IA-119,Lyon,subnational2,173,124,L1283175,Gitchie Manitou State Preserve
US-IA-135,Monroe,subnational2,172,147,L4955470,Stephens State Forest--Thousand Acres Unit (Monroe Co.)
US-IA-179,Wapello,subnational2,170,144,L1504784,Ottumwa--river access
US-IA-067,Floyd,subnational2,169,179,L618021,Fossil & Prairie Park Preserve and Center
US-IA-087,Henry,subnational2,168,215,L2304589,Geode SP
US-IA-009,Audubon,subnational2,165,83,L1420601,Littlefield County Park
US-IA-075,Grundy,subnational2,163,147,L1816479,Grundy County Lake
US-IA-055,Delaware,subnational2,162,161,L1173202,Backbone SP
US-IA-195,Worth,subnational2,162,215,L4509514,Silver Lake WMA
US-IA-029,Cass,subnational2,159,446,L1608754,Lake Anita SP
US-IA-123,Mahaska,subnational2,159,107,L2898859,Lake Keomah SP
US-IA-001,Adair,subnational2,156,213,L1116184,Lake Nodaway
US-IA-107,Keokuk,subnational2,152,129,NA,NA
US-IA-145,Page,subnational2,147,78,L2187141,Rapp Park and Recreation Area
US-IA-165,Shelby,subnational2,146,127,L158606,Prairie Rose State Park
US-IA-069,Franklin,subnational2,143,111,L1263452,Beed's Lake SP
US-IA-143,Osceola,subnational2,141,62,L2410829,Rush Lake
US-IA-089,Howard,subnational2,138,150,L254346,Hayden Prairie State Preserve
US-IA-093,Ida,subnational2,136,168,L1434030,Moorehead Pioneer Park
US-IA-039,Clarke,subnational2,135,98,L4037081,East Lake County Park
US-IA-091,Humboldt,subnational2,130,39,L4494171,Frank Gotch State Park
US-IA-131,Mitchell,subnational2,129,49,L1226630,Pinicon Alders WA
US-IA-037,Chickasaw,subnational2,119,68,L1263498,Split Rock County Park
US-IA-051,Davis,subnational2,116,71,L2898781,Lake Wapello SP
US-IA-137,Montgomery,subnational2,116,96,L931591,Viking Lake SP
US-IA-047,Crawford,subnational2,94,95,L2078541,Sunset Park
US-WY-001,Albany,subnational2,320,8049,L272180,Hutton Lake NWR
US-WY-021,Laramie,subnational2,312,9351,L272183,Wyoming Hereford Ranch
US-WY-021,Laramie,subnational2,312,9351,L272183,Wyoming Hereford Ranch
US-WY-025,Natrona,subnational2,295,4019,L3651871,Edness Kimball Wilkins SP
US-WY-013,Fremont,subnational2,287,5818,L891894,Ocean Lake
US-WY-007,Carbon,subnational2,264,1555,L1548108,Saratoga Lake
US-WY-037,Sweetwater,subnational2,264,1965,L166456,Seedskadee NWR
US-WY-039,Teton,subnational2,263,11440,L771967,Grand Teton NP--Colter Bay
US-WY-029,Park,subnational2,256,7023,L1626786,Yellowstone NP--Lamar Valley
US-WY-011,Crook,subnational2,252,1466,L285168,Devils Tower National Monument
US-WY-015,Goshen,subnational2,250,606,L340885,Table Mountain Wildlife Habitat Management Area
US-WY-023,Lincoln,subnational2,247,775,L428001,Fontenelle Reservoir
US-WY-033,Sheridan,subnational2,238,1448,L582878,Bighorn NF--Sibley Lake
US-WY-041,Uinta,subnational2,233,1046,L424155,Woodruff Narrows Reservoir
US-WY-031,Platte,subnational2,230,686,L271162,Guernsey River Rd. Complex
US-WY-019,Johnson,subnational2,228,592,L2872364,Mountain Plains Heritage Park
US-WY-005,Campbell,subnational2,227,493,L784758,Gillette--McManamen Park
US-WY-003,Big Horn,subnational2,219,784,L2204783,Yellowtail Wildlife Habitat Management Area
US-WY-035,Sublette,subnational2,208,923,L788946,Camp New Fork
US-WY-009,Converse,subnational2,205,501,L1466560,Ayres Natural Bridge Park
US-WY-043,Washakie,subnational2,189,1098,L1531258,Worland--BLM Duck Swamp
US-WY-017,Hot Springs,subnational2,179,412,L787254,Hot Springs SP
US-WY-045,Weston,subnational2,178,409,L3720777,Thunder Basin National Grassland--Fairview Ridge area
US-WY-027,Niobrara,subnational2,110,102,L3762782,S. Van Tassel Rd.
US-RI-009,Washington,subnational2,367,22289,L248058,Block Island
US-RI-009,Washington,subnational2,367,22289,L248058,Block Island
US-RI-005,Newport,subnational2,346,15450,L140043,Sachuest Point NWR
US-RI-007,Providence,subnational2,267,9729,L124352,Swan Point Cemetery
US-RI-001,Bristol,subnational2,257,3760,L613147,Colt SP
US-RI-003,Kent,subnational2,235,3799,L1588169,Tillinghast Pond Manangement Area
US-ND-035,Grand Forks,subnational2,330,7365,L159546,Kellys Slough NWR
US-ND-017,Cass,subnational2,307,4433,L593485,Fargo--Forest River Drive
US-ND-015,Burleigh,subnational2,303,2656,L158903,Long Lake NWR
US-ND-101,Ward,subnational2,284,3190,L158883,Des Lacs NWR
US-ND-093,Stutsman,subnational2,283,1979,L158896,Arrowwood NWR
US-ND-093,Stutsman,subnational2,283,1979,L158896,Arrowwood NWR
US-ND-043,Kidder,subnational2,268,1623,L158809,Horsehead Lake WMA
US-ND-003,Barnes,subnational2,267,1629,L2312703,Hobart Lake NWR
US-ND-049,McHenry,subnational2,266,885,L159528,J. Clark Salyer NWR
US-ND-061,Mountrail,subnational2,262,1284,L3717961,Van Hook Recreation area
US-ND-055,McLean,subnational2,261,842,L158895,Audubon NWR
US-ND-059,Morton,subnational2,258,928,L159564,Fort Lincoln State Park
US-ND-073,Ransom,subnational2,257,714,L269005,Sheyenne National Grasslands
US-ND-005,Benson,subnational2,254,469,L159536,Sullys Hill National Game Preserve
US-ND-057,Mercer,subnational2,252,480,L159551,Garrison Dam Tailrace
US-ND-071,Ramsey,subnational2,251,448,L159534,Lake Alice NWR
US-ND-009,Bottineau,subnational2,246,933,L159529,Lake Metigoshe State Park
US-ND-013,Burke,subnational2,246,695,L158882,Lostwood NWR
US-ND-053,McKenzie,subnational2,242,1184,L374319,Theodore Roosevelt NP--North Unit
US-ND-011,Bowman,subnational2,240,737,L158900,Bowman-Haley Recreation Area
US-ND-105,Williams,subnational2,240,1650,L2198479,Spring Lake Park
US-ND-007,Billings,subnational2,239,1417,L158897,Theodore Roosevelt National Park - South Unit
US-ND-089,Stark,subnational2,237,526,L158901,Patterson Lake Recreation Area
US-ND-063,Nelson,subnational2,234,417,L159541,Stump Lake National Wildlife Refuge
US-ND-103,Wells,subnational2,232,159,L159555,Lonetree WMA
US-ND-091,Steele,subnational2,231,1459,NA,NA
US-ND-067,Pembina,subnational2,229,312,L159543,Icelandic State Park
US-ND-075,Renville,subnational2,229,207,L158884,Upper Souris NWR
US-ND-023,Divide,subnational2,225,350,L1764854,Crosby Country Club
US-ND-077,Richland,subnational2,224,380,L972998,Chahinkapa Park
US-ND-025,Dunn,subnational2,221,574,L159550,Lake Ilo NWR
US-ND-031,Foster,subnational2,219,313,L1207980,George Karpen WMA
US-ND-037,Grant,subnational2,218,258,L3652003,Lake Tschida--Downstream Recreation Area
US-ND-041,Hettinger,subnational2,214,176,L1572765,Larson Lake
US-ND-081,Sargent,subnational2,214,106,L159568,Tewaukon NWR
US-ND-021,Dickey,subnational2,211,301,L159565,Johnsons Gulch WMA
US-ND-033,Golden Valley,subnational2,211,506,L3783231,Camels Hump Lake
US-ND-045,LaMoure,subnational2,211,161,L4738978,Grand Rapids--Memorial Park (LaMoure Co.)
US-ND-099,Walsh,subnational2,211,491,L454469,Homme Dam County Park
US-ND-097,Traill,subnational2,210,666,L3067967,Mayville--Pioneer Park
US-ND-079,Rolette,subnational2,209,162,L159530,Willow Lake National Wildlife Refuge
US-ND-085,Sioux,subnational2,206,169,L159563,Cedar River National Grassland
US-ND-087,Slope,subnational2,205,567,L159562,Stewart Lake NWR
US-ND-083,Sheridan,subnational2,204,164,L2368480,Coal Mine Lake CG
US-ND-029,Emmons,subnational2,200,193,L741613,Beaver Creek Recreation Area
US-ND-065,Oliver,subnational2,199,201,L159553,Cross Ranch SP
US-ND-001,Adams,subnational2,196,152,L783755,Hettinger--Mirror Lake
US-ND-027,Eddy,subnational2,191,435,L3671385,Camp Grafton South--Public Area
US-ND-069,Pierce,subnational2,183,100,NA,NA
US-ND-051,McIntosh,subnational2,181,190,L4942577,Doyle Memorial State Rec Area (McIntosh Co.)
US-ND-047,Logan,subnational2,176,67,L3645385,Beaver Lake State Park
US-ND-095,Towner,subnational2,173,85,NA,NA
US-ND-039,Griggs,subnational2,155,65,L5811136,Luverne WMA
US-ND-019,Cavalier,subnational2,129,58,NA,NA
US-KY-111,Jefferson,subnational2,315,17632,L271501,Falls of the Ohio National Wildlife Conservation Area (KY)
US-KY-227,Warren,subnational2,284,840,L286222,"McElroy Lake, transient (restricted access, view from gravel field entrance)"
US-KY-157,Marshall,subnational2,281,1478,L606296,Jonathan Creek Embayment
US-KY-075,Fulton,subnational2,277,882,L281635,"Reelfoot NWR, Long Point Unit (KY)"
US-KY-101,Henderson,subnational2,277,3633,L479616,Sloughs WMA--Sauerheber Unit
US-KY-101,Henderson,subnational2,277,3633,L479616,Sloughs WMA--Sauerheber Unit
US-KY-199,Pulaski,subnational2,276,4866,L1020443,Fishing Creek Recreation Area
US-KY-067,Fayette,subnational2,269,9736,L241995,Jacobson Park
US-KY-143,Lyon,subnational2,264,1134,L208441,Land Between the Lakes (KY)--Lyon Co.
US-KY-177,Muhlenberg,subnational2,262,723,L450207,Peabody WMA--Sinclair Unit
US-KY-035,Calloway,subnational2,258,757,L606302,Crappie Hollow (Blood River)
US-KY-205,Rowan,subnational2,257,1416,L677336,Minor E Clark Fish Hatchery
US-KY-221,Trigg,subnational2,255,1658,L676689,Land Between the Lakes (KY)--Trigg Co.
US-KY-151,Madison,subnational2,247,4734,L709365,Owsley Fork Reservoir
US-KY-047,Christian,subnational2,246,1037,L1250169,"Morgan Pond, transient (restricted access, view from gravel field entrance)"
US-KY-015,Boone,subnational2,245,1444,L598778,Big Bone Lick SP
US-KY-225,Union,subnational2,243,403,L653064,Sloughs WMA--Highland Creek Unit (Union Co.)
US-KY-009,Barren,subnational2,241,1084,L354399,Barren River SRP
US-KY-001,Adair,subnational2,238,724,L506346,Casey Creek Embayment
US-KY-231,Wayne,subnational2,238,548,L4065761,"Murl Pond (restricted access, roadside viewing)"
US-KY-007,Ballard,subnational2,229,142,L676934,Ballard WMA
US-KY-093,Hardin,subnational2,225,2075,L677010,Freeman Lake
US-KY-167,Mercer,subnational2,217,532,L874113,Shaker Village of Pleasant Hill
US-KY-139,Livingston,subnational2,216,280,L1523534,Green Turtle Bay
US-KY-073,Franklin,subnational2,215,1419,L1953033,KY Department of Fish and Wildlife Resources Headquarters
US-KY-185,Oldham,subnational2,214,1613,L1124187,Creasey Mahan Nature Preserve
US-KY-207,Russell,subnational2,214,596,L780761,Kendall Rec. Area
US-KY-099,Hart,subnational2,213,1263,L286219,Mammoth Cave NP (Hart Co.)
US-KY-003,Allen,subnational2,212,146,L1273524,Barren River Lake
US-KY-117,Kenton,subnational2,210,1446,L1508033,Doe Run Lake Park
US-KY-037,Campbell,subnational2,208,1284,L1193139,A. J. Jolly Park (Campbell Co.)
US-KY-107,Hopkins,subnational2,207,563,L4103359,Mahr Park at Hidden Hills Farm
US-KY-029,Bullitt,subnational2,204,1465,L286341,Bernheim Arboretum & Research Forest (Bullitt Co.)
US-KY-183,Ohio,subnational2,201,155,L676927,Peabody WMA--Ken Unit
US-KY-141,Logan,subnational2,199,360,L3215655,Frank Lyne's Farm (Private) stakeout Harris's Sparrow 2014-2015
US-KY-011,Bath,subnational2,197,237,L1226647,Cave Run Lake (Bath Co.)
US-KY-203,Rockcastle,subnational2,195,188,L613211,Lake Linville
US-KY-211,Shelby,subnational2,195,1364,L2728009,Osprey Cove Subdivision Lake
US-KY-137,Lincoln,subnational2,191,260,L613214,Cedar Creek Lake
US-KY-219,Todd,subnational2,191,425,L3979849,Guthrie Lake (restricted access)
US-KY-019,Boyd,subnational2,190,3033,L2139970,EastPark Industrial Park
US-KY-145,McCracken,subnational2,189,462,L677384,West KY WMA
US-KY-217,Taylor,subnational2,186,239,L1168792,Green River Lake (Taylor Co.)
US-KY-005,Anderson,subnational2,185,480,L3387470,Taylorsville Lake--Van Buren Landing
US-KY-089,Greenup,subnational2,184,287,L1254082,South Shore WMA (Greenup Co.)
US-KY-209,Scott,subnational2,184,549,L1521758,Veterans Memorial WMA
US-KY-113,Jessamine,subnational2,183,835,L2157121,Camp Nelson Civil War Heritage Park
US-KY-061,Edmonson,subnational2,180,966,L1337848,Mammoth Cave NP (Edmonson/Hart Co.)
US-KY-125,Laurel,subnational2,180,753,L996611,Levi Jackson Wilderness SP
US-KY-059,Daviess,subnational2,179,309,L4653723,Kingfisher Lake
US-KY-021,Boyle,subnational2,174,529,L2096375,Perryville Battlefield State Historical Site
US-KY-179,Nelson,subnational2,174,931,L1404112,Bernheim Arboretum & Research Forest (Nelson Co.)
US-KY-147,McCreary,subnational2,173,398,L677217,Big South Fork NRRA (KY)
US-KY-013,Bell,subnational2,170,209,L676531,Cumberland Gap NHP
US-KY-069,Fleming,subnational2,167,132,L1664077,Fleming County WMA
US-KY-165,Menifee,subnational2,166,147,L1436412,Red River Gorge (Menifee Co.)
US-KY-171,Monroe,subnational2,163,125,L2990026,Tompkinsville City Park & Mill Creek Lake
US-KY-161,Mason,subnational2,162,230,L984289,Maysville Cemetery
US-KY-043,Carter,subnational2,161,373,L619326,Carter Caves SRP
US-KY-163,Meade,subnational2,159,99,L1578801,Otter Creek Park
US-KY-045,Casey,subnational2,158,354,NA,NA
US-KY-057,Cumberland,subnational2,155,77,L3982695,Dale Hollow Lake SRP
US-KY-079,Garrard,subnational2,153,93,L2157034,Tom Dorman SNP
US-KY-123,Larue,subnational2,153,295,L760833,Abraham Lincoln Birthplace NHS
